1. Crater name ,2. Diameter [km],3. Latitude [°],4. Longitude [°],8. Apparent diameter [km],11. Floor diameter [km],14. Apparent depth [km],16. Interior volume [km^3],20. Height of central peak [km],51. Age
Jacobi T,5.52,-56.11,15.22,4.58,0.63,0.942,6.73,0,
Jacobi U,7.12,-55.1,13.17,5.91,0.99,1.197,14.44,0,
Jacobi W,6.89,-56.24,10.85,5.72,0.94,1.161,13.08,0,
Jacobi Z,4.25,-59.13,11.82,3.53,0.4,0.737,3.07,0,
Jansen,24.21,13.55,28.64,20.82,10.01,1.882,374.63,0.32,
Jansen D,6.72,15.72,28.46,5.58,0.89,1.134,12.14,0,
Jansen E,6.57,14.47,27.83,5.45,0.86,1.11,11.34,0,
Jansen G,5.57,9.3,26.02,4.62,0.64,0.95,6.91,0,
Jansen H,7.38,11.34,28.39,6.13,1.06,1.238,16.08,0,
Jansen K,5.63,11.5,29.67,4.67,0.65,0.96,7.14,0,
Jansen L,6.91,14.69,30.09,5.74,0.94,1.164,13.2,0,
Jansen R,26.3,15.17,28.79,22.62,11.1,1.93,453.6,0.38,
Jansen T,3.09,11.35,33.48,2.56,0.23,0.546,1.18,0,
Jansen U,3.72,11.95,32.29,3.09,0.32,0.65,2.06,0,
Jansen W,3.22,10.22,29.47,2.67,0.24,0.567,1.34,0,
Jansen Y,3.04,13.4,28.56,2.52,0.22,0.538,1.12,0,
Jansky,73.77,8.63,89.5,63.44,40.26,2.771,4913.37,0,Nectarian
Jansky D,23.02,9.56,91.25,19.8,9.4,1.854,333.46,0.29,
Jansky F,47.49,8.94,92.32,40.84,23.22,2.31,1776.35,1.21,Nectarian
Jansky H,11.84,7.71,91.41,9.83,2.43,1.932,66.39,0,
Janssen,200.65,-44.96,40.82,172.56,0,3.063,0,0,pre-Nectarian
Janssen B,21.26,-43.17,34.37,18.28,8.51,1.81,277.49,0.25,
Janssen C,7.24,-42.89,34.91,6.01,1.02,1.216,15.18,0,
Janssen D,28.73,-48.65,41.22,24.71,12.4,1.983,556.33,0.45,
Janssen E,24.25,-48.82,39.77,20.86,10.03,1.883,376.06,0.32,
Janssen F,35.15,-49.82,41.92,30.23,15.95,2.108,886.47,0.67,
Janssen H,9.55,-46.43,41.71,7.93,1.66,1.578,34.84,0,
Janssen J,26.91,-43.44,36.58,23.14,11.42,1.944,478.27,0.39,
Janssen K,15,-46.19,42.31,12.45,3.69,2.414,0,0,Copernican
Janssen L,11.78,-46.09,43.58,9.78,2.41,1.923,65.39,0,
Janssen M,15.63,-41.9,35.44,12.97,3.97,2.509,0,0,
Janssen N,4.7,-41.43,32.12,3.9,0.48,0.81,4.15,0,
Janssen P,4.09,-45.5,39.76,3.39,0.37,0.711,2.74,0,
Janssen Q,4.94,-46.35,39.36,4.1,0.52,0.849,4.82,0,
Janssen R,22.9,-48.28,38.7,19.69,9.34,1.851,329.46,0.29,
Janssen S,7.04,-50.42,41.83,5.84,0.97,1.185,13.96,0,
Janssen T,29.01,-48.88,42.31,24.95,12.55,1.989,568.93,0.46,
Janssen X,24.29,-42.93,33.27,20.89,10.05,1.884,377.5,0.32,
Jarvis,41.22,-35.13,-148.21,35.45,19.46,2.213,1280.79,0.91,Nectarian
Jeans,81.13,-55.58,91.51,69.77,45.33,2.798,6120.49,0,pre-Nectarian
Jeans B,11.49,-52.25,94.85,9.54,2.31,1.878,60.68,0,
Jeans G,26.27,-55.82,93.52,22.59,11.09,1.93,452.41,0.38,
Jeans N,66.69,-58.52,90.62,57.35,35.49,2.744,3891.86,0,pre-Nectarian
Jeans S,54.64,-56.65,86.93,46.99,27.67,2.411,2455.99,0,
Jeans U,63.27,-54.68,86.97,54.41,33.23,2.729,3446.23,0,
Jeans X,44.74,-53.39,89.46,38.48,21.56,2.269,1547.69,1.07,Nectarian
Jeans Y,16.07,-51.12,90.51,13.34,4.17,2.576,0,0,
Jehan,4.46,20.71,-31.86,3.7,0.43,0.771,3.55,0,
Jenkins,37.77,0.37,78.04,32.48,17.45,2.155,1046.61,0.77,Nectarian
Jenner,73.66,-42.01,95.98,63.35,40.18,2.771,4896.46,0,Upper Imbrian
Jenner M,10.62,-45.85,95.69,8.81,2.01,1.744,47.91,0,
Jenner X,12.53,-37.32,93.83,10.4,2.69,2.038,78.69,0,
Jenner Y,31.18,-38.5,94.77,26.81,13.73,2.033,672.1,0.53,
Jerik,0.63,18.53,27.63,0.52,0.01,0.085,0.01,0,
Joliot,172.79,25.79,93.39,148.6,0,3.018,0,0,pre-Nectarian
Joliot P,11.82,22.34,91.99,9.81,2.42,1.929,66.06,0,
Jomo,7.36,24.41,2.44,6.11,1.05,1.235,15.95,0,
Jose,1.22,-12.68,-1.66,1.01,0.04,0.228,0.07,0,
Joule,97.52,27.15,-144.14,83.87,57.05,2.85,9362.32,0,Nectarian
Joule K,15.9,25.65,-141.85,13.2,4.09,2.55,0,0,
Joule L,67.82,25.82,-143.89,58.33,36.24,2.748,4045.88,0,pre-Nectarian
Joule T,38,27.5,-148.08,32.68,17.58,2.159,1061.4,0.78,Upper Imbrian
Joy,5.12,25.01,6.56,4.25,0.55,0.878,5.37,0,
Jules Verne,145.54,-34.85,147.28,125.16,0,2.966,23608.38,0,pre-Nectarian
Jules Verne C,29.57,-33.15,149.77,25.43,12.85,2,594.63,0.47,Nectarian
Jules Verne G,32.13,-35.25,150.07,27.63,14.26,2.052,720.35,0.56,Eratosthenian
Jules Verne P,56.19,-37.9,145.3,48.32,28.65,2.432,2619.93,0,Nectarian
Jules Verne R,42.01,-36.9,141.2,36.13,19.93,2.226,1338.2,0.95,
Jules Verne X,19.49,-32.26,145.45,16.76,5.86,1.762,227.01,0.21,
Jules Verne Y,22.02,-31.45,146.36,18.94,8.89,1.829,300.94,0.27,
Jules Verne Z,20.29,-32.55,147.02,17.45,8.03,1.784,249.11,0.23,
Julienne,1.8,26.06,3.13,1.49,0.09,0.328,0.23,0,
Julius Caesar,84.72,9.17,15.21,72.86,47.85,2.81,6764.33,0,pre-Nectarian
Julius Caesar A,13.75,7.66,14.45,11.41,3.17,2.224,0,0,
Julius Caesar B,6.72,9.76,13.94,5.58,0.89,1.134,12.14,0,
Julius Caesar C,4.97,7.3,15.34,4.13,0.53,0.854,4.91,0,
Julius Caesar D,4.54,7.19,16.51,3.77,0.45,0.784,3.74,0,
Julius Caesar F,25.06,11.64,12.96,21.55,10.45,1.902,405.72,0.34,
Julius Caesar G,20.15,10.16,15.75,17.33,7.96,1.78,245.16,0.22,
Julius Caesar H,3.48,8.77,13.58,2.89,0.28,0.61,1.69,0,
Julius Caesar J,3.12,9.31,13.68,2.59,0.23,0.551,1.21,0,
Julius Caesar P,36.13,11.17,14.15,31.07,16.51,2.126,944.61,0.7,
Julius Caesar Q,28.57,12.99,13.95,24.57,12.31,1.98,549.2,0.44,
Kaiser,53.15,-36.49,6.48,45.71,26.73,2.391,2304.04,0,
Kaiser A,19.53,-36.37,7.28,16.8,5.88,1.763,228.09,0.21,
Kaiser B,6.13,-36.64,5.53,5.09,0.76,1.04,9.21,0,
Kaiser C,12.07,-36.6,9.63,10.02,2.52,1.968,70.34,0,
Kaiser D,4.16,-37.08,7.37,3.45,0.38,0.722,2.88,0,
Kaiser E,5.42,-34.94,7.14,4.5,0.61,0.926,6.37,0,
Kaiser R,3.43,-34.33,7.16,2.85,0.27,0.602,1.61,0,
Kamerlingh Onnes,70.03,14.72,-116.29,60.23,37.72,2.757,4356.96,0,Nectarian
Kane,54.96,62.99,25.84,47.27,27.87,2.415,2489.34,0,
Kane A,6.07,61.24,27.05,5.04,0.75,1.03,8.95,0,
Kane F,7.2,59.66,23.24,5.98,1.01,1.21,14.93,0,
Kane G,9.71,59.25,25.34,8.06,1.71,1.603,36.62,0,
Kant,30.85,-10.62,20.2,26.53,13.55,2.026,655.78,0.52,Upper Imbrian
Kant B,14.58,-9.76,18.6,12.1,3.51,2.35,0,0,
Kant C,17.97,-9.39,22.1,14.92,5.08,2.861,0,0.18,
Kant D,52.4,-11.36,18.7,45.06,26.26,2.38,2229.63,0,
Kant G,33.54,-9.21,19.56,28.84,15.04,2.079,795.48,0.61,
Kant H,6.69,-9.16,20.82,5.55,0.89,1.129,11.98,0,
Kant N,9.05,-9.91,19.71,7.51,1.51,1.501,29.65,0,
Kant O,6.6,-12.03,17.16,5.48,0.87,1.115,11.5,0,
Kant P,5.71,-10.82,17.38,4.74,0.67,0.973,7.45,0,
Kant Q,5.11,-13.05,18.72,4.24,0.55,0.876,5.34,0,
Kant S,4.43,-11.56,19.73,3.68,0.43,0.766,3.48,0,
Kant T,3.84,-11.3,20.1,3.19,0.33,0.67,2.26,0,
Kant Z,3,-10.38,17.32,2.49,0.22,0.531,1.08,0,
Kao,34.54,-6.71,87.81,29.7,15.6,2.097,851.34,0.64,
Kapteyn,48.65,-10.79,70.59,41.84,23.93,2.327,1878.18,1.26,Nectarian
Kapteyn A,30.86,-14.15,71.28,26.54,13.55,2.027,656.27,0.52,Lower Imbrian
Kapteyn B,39.91,-15.58,71,34.32,18.69,2.191,1188.71,0.86,Nectarian
Kapteyn C,43.94,-13.33,70.25,37.79,21.08,2.256,1484.51,1.03,
Kapteyn D,12.26,-14.61,70.57,10.18,2.59,1.997,73.71,0,
Kapteyn E,36.55,-8.83,69.26,31.43,16.75,2.134,970.17,0.72,
Kapteyn F,8.6,-14.44,70.32,7.14,1.38,1.43,25.44,0,
Kapteyn K,7.17,-13.08,71.95,5.95,1,1.205,14.74,0,
Kapteyn Z,6.65,-11.21,72.56,5.52,0.88,1.123,11.76,0,
Karima,3.05,-25.93,102.98,2.53,0.22,0.539,1.13,0,
Karpinskiy,91.4,72.61,166.8,78.6,52.61,2.831,8060.51,0,Lower Imbrian
Karpinskiy J,23.05,71.01,175.77,19.82,9.41,1.855,334.46,0.29,
Karrer,55.56,-52.06,-142.28,47.78,28.25,2.423,2552.57,0,Nectarian
Kasper,12.39,8.3,122.12,10.28,2.63,2.017,76.08,0,
Kastner,116.07,-6.9,78.94,99.82,70.91,2.9,13998.46,0,
Kastner A,24.4,-4.5,77.27,20.98,10.11,1.887,381.46,0.32,
Kastner B,19.31,-6.25,80.71,16.61,5.76,1.757,222.19,0.2,
Kastner C,22.12,-7.94,76.89,19.02,8.94,1.831,304.11,0.27,
Kastner E,11.88,-8.06,77.62,9.86,2.45,1.938,67.07,0,
Kastner G,95.66,-3.68,79.35,82.27,55.69,2.844,8954.97,0,
Kastner R,16.98,-6.9,82.17,14.09,4.59,2.713,0,0,
Kastner S,29.18,-7.99,83.1,25.09,12.64,1.992,576.67,0.46,
Katchalsky,32.3,5.91,116.07,27.78,14.35,2.055,729.18,0.56,Upper Imbrian
Kathleen,5.37,25.34,-0.83,4.46,0.6,0.918,6.19,0,
Kearons,27.99,-11.59,-112.92,24.07,12,1.967,523.79,0.43,Upper Imbrian
Kearons U,12.66,-10.62,-116.22,10.51,2.74,2.058,81.16,0,
Keeler,158.07,-9.78,161.78,135.94,0,2.991,0,0,Lower Imbrian
Keeler L,65.65,-13.06,163.21,56.46,34.8,2.739,3753.09,0,pre-Nectarian
Keeler S,29.67,-11.21,157.98,25.52,12.91,2.003,599.28,0.48,Eratosthenian
Keeler U,29.86,-8.98,156.91,25.68,13.01,2.006,608.18,0.48,
Keeler V,58,-8.77,158.21,49.88,29.81,2.455,2819,0,
Keeler-Heaviside,500,-10,162,430,0,3.356,0,0,pre-Nectarian 
Kekule,94.22,16.31,-138.47,81.03,54.64,2.84,8646.64,0,
Kekule K,17.64,13.66,-136.5,14.64,4.91,2.812,0,0.17,
Kekule M,19.86,12.05,-138.03,17.08,6.06,1.772,237.09,0.22,
Kekule S,19.87,15.28,-142.88,17.09,6.06,1.773,237.36,0.22,
Kekule V,64.95,18.33,-141.73,55.86,34.34,2.736,3661.3,0,
Keldysh,32.75,51.23,43.65,28.17,14.6,2.064,752.86,0.58,Upper Imbrian
Kelvin A,7.36,-27.49,-31.57,6.11,1.05,1.235,15.95,0,
Kelvin B,6.2,-27.67,-32.18,5.15,0.78,1.051,9.53,0,
Kelvin C,5.28,-27.58,-32.75,4.38,0.58,0.904,5.89,0,
Kelvin D,6.26,-27.92,-33.22,5.2,0.79,1.061,9.81,0,
Kelvin E,3.74,-26.72,-31.89,3.1,0.32,0.653,2.09,0,
Kelvin F,3.92,-26.84,-35.7,3.25,0.35,0.683,2.41,0,
Kelvin G,3.15,-26.23,-33.95,2.61,0.23,0.556,1.25,0,
Kepinski,31.67,28.63,126.72,27.24,14,2.043,696.75,0.54,Nectarian
Kepinski C,21.87,30.02,128.02,18.81,8.82,1.825,296.23,0.26,
Kepinski N,39.29,26.64,126.21,33.79,18.33,2.181,1146.49,0.83,
Kepinski W,26.36,29.89,124.86,22.67,11.13,1.932,456,0.38,
Kepler,29.49,8.12,-38.01,25.36,12.81,1.999,590.92,0.47,Copernican
Kepler A,10.7,7.14,-36.12,8.88,2.03,1.757,49,0,Copernican
Kepler B,6.18,7.74,-35.33,5.13,0.77,1.048,9.44,0,
Kepler C,11.5,10.01,-41.86,9.55,2.31,1.88,60.84,0,Eratosthenian
Kepler D,9.51,7.42,-41.89,7.89,1.65,1.572,34.4,0,Lower Imbrian 
Kepler E,5.22,7.38,-44.02,4.33,0.57,0.894,5.69,0,Eratosthenian
Kepler F,6.06,8.31,-39.09,5.03,0.75,1.029,8.9,0,
Kepler P,4.11,12.21,-33.99,3.41,0.38,0.714,2.78,0,
Kepler T,2.6,9,-34.61,2.16,0.17,0.464,0.7,0,
Khvol'son,55.88,-14.13,111.87,48.06,28.46,2.427,2586.66,0,Nectarian
Khvol'son C,12.66,-13.82,112.21,10.51,2.74,2.058,81.16,0,
Kibal'chich,91.67,2.72,-147.18,78.84,52.8,2.832,8115.62,0,Nectarian
Kibal'chich H,40.84,1.72,-145,35.12,19.23,2.207,1253.68,0.9,
Kibal'chich Q,28.91,-0.87,-149.53,24.86,12.49,1.987,564.41,0.45,
Kibal'chich R,28.78,0.34,-150.62,24.75,12.42,1.984,558.57,0.45,
Kidinnu,55.1,35.79,122.95,47.39,27.96,2.417,2504.02,0,Lower Imbrian
Kidinnu E,63.73,36.03,124.46,54.81,33.53,2.731,3504.38,0,pre-Nectarian
Kies,45.54,-26.31,-22.63,39.16,22.04,2.281,1612.37,1.11,Upper Imbrian
Kies A,14.54,-28.36,-22.76,12.07,3.49,2.344,0,0,
Kies B,9.36,-28.77,-21.93,7.77,1.61,1.549,32.8,0,
Kies C,4.7,-26.07,-26.17,3.9,0.48,0.81,4.15,0,
Kies D,5.61,-24.93,-18.55,4.66,0.65,0.957,7.06,0,
Kies E,6.17,-28.76,-22.83,5.12,0.77,1.046,9.4,0,
Kiess,67.79,-6.41,84.11,58.3,36.22,2.748,4041.75,0,pre-Nectarian
Kimura,27.44,-56.82,118.38,23.6,11.71,1.956,500.32,0.41,
Kinau,41.87,-60.75,14.94,36.01,19.84,2.224,1327.92,0.94,
Kinau A,32.69,-62.3,20.1,28.11,14.57,2.062,749.68,0.58,
Kinau B,7.75,-61.66,19.18,6.43,1.15,1.297,18.62,0,
Kinau C,30.07,-60.68,20.51,25.86,13.12,2.011,618.11,0.49,
Kinau D,26.33,-60.71,18.55,22.64,11.12,1.931,454.8,0.38,
Kinau E,6.71,-60.22,20.13,5.57,0.89,1.132,12.08,0,
Kinau F,8.3,-62.26,13.41,6.89,1.3,1.383,22.87,0,
Kinau G,22.02,-61.61,12.7,18.94,8.89,1.829,300.94,0.27,
Kinau H,5.96,-59.82,19.73,4.95,0.72,1.013,8.47,0,
Kinau J,4.85,-59.59,16.08,4.03,0.5,0.834,4.56,0,
Kinau K,9.26,-58.6,18.11,7.69,1.58,1.533,31.76,0,
Kinau L,9.59,-59.31,18.73,7.96,1.68,1.585,35.28,0,
Kinau M,11.44,-60.62,14.33,9.5,2.29,1.871,59.89,0,
Kinau N,4.62,-61.41,15.4,3.83,0.46,0.797,3.94,0,
Kinau P,4.95,-61.42,17.36,4.11,0.52,0.85,4.85,0,
Kinau Q,11.18,-62.54,21.02,9.28,2.2,1.831,55.9,0,
Kinau R,61.47,-60.23,11.55,52.86,32.05,2.721,3223.96,0,
King,76.21,4.96,120.49,65.54,41.93,2.78,5296.93,0,Copernican
King J,12.42,3.26,121.77,10.31,2.65,2.021,76.63,0,
King Y,35.73,6.5,119.75,30.73,16.28,2.119,920.63,0.69,
Kira,6.81,-17.71,132.83,5.65,0.92,1.148,12.63,0,
Kirch,11.71,39.27,-5.62,9.72,2.38,1.912,64.23,0,
Kirch E,3.01,36.52,-6.93,2.5,0.22,0.533,1.09,0,
Kirch F,4.06,38.01,-6.05,3.37,0.37,0.706,2.68,0,
Kirch G,2.58,37.4,-8.09,2.14,0.17,0.461,0.69,0,
Kirch H,2.75,39.05,-6.94,2.28,0.18,0.489,0.83,0,
Kirch K,2.48,39.23,-4,2.06,0.15,0.444,0.61,0,
Kirch M,3.02,39.61,-9.96,2.51,0.22,0.534,1.1,0,
Kircher,71.2,-67.01,-45.48,61.23,38.51,2.762,4526.95,0,Nectarian
Kircher A,30.83,-65.95,-42.39,26.51,13.54,2.026,654.8,0.51,
Kircher B,12.13,-65.08,-43.26,10.07,2.54,1.977,71.39,0,
Kircher C,11.17,-66.87,-37.67,9.27,2.19,1.829,55.75,0,
Kircher D,39.03,-67.45,-49.99,33.57,18.18,2.177,1129.04,0.82,
Kircher E,19.12,-69.06,-50.36,16.44,5.66,1.752,217.18,0.2,
Kircher F,12.63,-66.11,-39.32,10.48,2.72,2.053,80.59,0,
Kirchhoff,24.38,30.3,38.84,20.97,10.1,1.886,380.74,0.32,
Kirchhoff C,22.75,30.31,39.79,19.57,9.26,1.847,324.49,0.28,
Kirchhoff E,26.18,30.61,40.34,22.51,11.04,1.928,448.84,0.37,
Kirchhoff F,27.75,31.47,40.8,23.87,11.87,1.962,513.47,0.42,
Kirchhoff G,17.68,29.79,40.29,14.67,4.93,2.818,0,0.17,
Kirkwood,68.12,68.34,-156.66,58.58,36.44,2.749,4087.35,0,Eratosthenian
Kirkwood T,18.61,68.99,-165.26,16,5.4,1.738,0,0.19,
Kirkwood Y,17.21,71.69,-157.69,14.28,4.7,2.747,0,0.16,
Kiva,0.88,-8.84,15.45,0.73,0.02,0.114,0.03,0,
Klaproth,121.37,-69.85,-26.26,104.38,74.97,2.913,15519.37,0,pre-Nectarian
Klaproth A,34.87,-68.2,-21.9,29.99,15.79,2.103,870.24,0.66,
Klaproth B,15.51,-71.89,-24.18,12.87,3.92,2.491,0,0,
Klaproth C,5.91,-69.22,-19.71,4.91,0.71,1.005,8.26,0,
Klaproth D,7.73,-70.35,-20.73,6.42,1.15,1.294,18.48,0,
Klaproth G,30.67,-68.69,-31.51,26.38,13.45,2.023,646.97,0.51,
Klaproth H,49.33,-69.23,-33.16,42.42,24.35,2.337,1939.38,1.3,
Klaproth L,10.23,-70.12,-36.92,8.49,1.88,1.684,42.82,0,
Klein,43.47,-11.99,2.53,37.38,20.79,2.249,1448.09,1.01,
Klein A,9.04,-11.38,2.98,7.5,1.51,1.499,29.55,0,
Klein B,5.61,-12.52,1.78,4.66,0.65,0.957,7.06,0,
Klein C,5.21,-12.58,2.54,4.32,0.57,0.892,5.66,0,
Kleymenov,55.98,-32.48,-140.36,48.14,28.52,2.429,2597.36,0,
Klute,77.47,36.93,-141.76,66.62,42.79,2.785,5501.43,0,pre-Nectarian
Klute M,21.75,34.93,-141.32,18.71,8.76,1.822,292.49,0.26,
Klute W,30.98,37.98,-143.31,26.64,13.62,2.029,662.18,0.52,Eratosthenian
Klute X,38.8,39.25,-143.43,33.37,18.04,2.173,1113.73,0.81,Nectarian
Knox-Shaw,13.44,5.36,80.19,11.16,3.04,2.177,0,0,
Koch,94.7,-42.13,150.33,81.44,54.99,2.841,8748.74,0,pre-Nectarian
Koch R,23.07,-44.16,146.46,19.84,9.43,1.855,335.13,0.29,
Koch U,26.72,-41.7,147.7,22.98,11.32,1.94,470.51,0.39,
Kocher,24.03,-84.47,-134.02,20.67,9.92,1.878,368.23,0.31,
Kohlschutter,56.25,14.24,153.95,48.38,28.69,2.432,2626.39,0,Nectarian
Kohlschutter N,24.98,11.39,153.51,21.48,10.41,1.9,402.73,0.34,
Kohlschutter Q,18.28,12.91,152.75,15.72,5.23,1.728,0,0.18,
Kohlschutter W,31.22,16.15,151.02,26.85,13.75,2.034,674.09,0.53,Nectarian
Kolhorster,78.78,10.79,-115.01,67.75,43.7,2.79,5718.71,0,Nectarian
Kolya,0.1,38.3,-35,0.08,0,0.017,0,0,
Komarov,80.43,24.59,152.25,69.17,44.84,2.795,5999.19,0,Nectarian
Kondratyuk,97.97,-15.33,115.8,84.25,57.37,2.851,9462.42,0,pre-Nectarian
Kondratyuk A,23.71,-14.54,115.99,20.39,9.75,1.871,357,0.31,
Kondratyuk Q,25.52,-15.99,115.15,21.95,10.69,1.913,423.13,0.35,
Konig,22.86,-24.23,-24.68,19.66,9.32,1.85,328.13,0.29,
Konig A,3.32,-24.78,-24.09,2.76,0.26,0.584,1.46,0,
Konoplev,27.67,-28.16,-124.37,23.8,11.83,1.96,510.06,0.42,
Konstantinov,68.08,19.56,158.34,58.55,36.42,2.749,4081.8,0,Nectarian
Kopff,40.49,-17.39,-89.68,34.82,19.03,2.201,1229,0.88,Upper Imbrian
Kopff B,7.46,-16.89,-86.35,6.19,1.08,1.251,16.61,0,
Kopff C,13.67,-18.33,-86.22,11.35,3.13,2.212,0,0,
Kopff D,12.6,-19.88,-89.9,10.46,2.71,2.049,80.02,0,
Kopff E,11.21,-15.97,-89.91,9.3,2.21,1.835,56.35,0,
Korolev,423.41,-4.19,-157.41,364.13,0,3.3,0,0,Nectarian 
Korolev B,21.44,-3.66,-156.29,18.44,8.6,1.814,282.95,0.25,
Korolev C,66.47,-0.73,-153.22,57.16,35.34,2.743,3862.27,0,Nectarian
Korolev D,24.35,-0.48,-151.75,20.94,10.08,1.886,379.66,0.32,
Korolev E,36.84,-3.43,-153.38,31.68,16.91,2.139,988.04,0.73,Nectarian
Korolev F,29.71,-4.25,-152.74,25.55,12.93,2.003,601.15,0.48,Upper Imbrian
Korolev G,11.89,-5.67,-153.46,9.87,2.45,1.94,67.24,0,
Korolev L,30.63,-5.74,-156.81,26.34,13.43,2.022,645.02,0.51,Nectarian
Korolev M,56.75,-8.5,-157.37,48.81,29.01,2.439,2680.64,0,Nectarian
Korolev P,17.8,-7.93,-159.94,14.77,4.99,2.836,0,0.17,
Korolev T,22.12,-4.14,-157.84,19.02,8.94,1.831,304.11,0.27,
Korolev V,19.08,-1.21,-162.06,16.41,5.64,1.751,216.13,0.2,
Korolev W,31.43,-0.18,-160.53,27.03,13.87,2.038,684.61,0.53,Eratosthenian
Korolev X,27.08,0.56,-159.44,23.29,11.51,1.948,485.28,0.4,
Korolev Y,19.01,-0.52,-158.45,16.35,5.61,1.749,214.3,0.2,
Kosberg,14.63,-20.19,149.61,12.14,3.53,2.358,0,0,
Kostinskiy,67.91,14.43,118.85,58.4,36.3,2.748,4058.3,0,Nectarian
Kostinskiy B,19.53,16.54,119.93,16.8,5.88,1.763,228.09,0.21,
Kostinskiy D,32.21,16.08,123.08,27.7,14.3,2.053,724.5,0.56,
Kostinskiy E,31.49,15.17,122.59,27.08,13.9,2.039,687.63,0.54,
Kostinskiy W,24.39,17.06,115.69,20.98,10.1,1.887,381.1,0.32,
Kostya,0.2,38.3,-35,0.17,0,0.031,0,0,
Koval'skiy,44.97,-21.89,101.03,38.67,21.69,2.272,1566.13,1.08,Nectarian
Koval'skiy B,26.81,-20.91,101.77,23.06,11.37,1.942,474.18,0.39,
Koval'skiy D,17.35,-21.07,103.3,14.4,4.77,2.768,0,0.17,
Koval'skiy H,34.57,-22.52,102.87,29.73,15.62,2.098,853.05,0.64,
Koval'skiy M,17.74,-23.88,101.08,14.72,4.96,2.827,0,0.17,
Koval'skiy P,23.17,-22.43,100.57,19.93,9.48,1.857,338.5,0.29,
Koval'skiy Q,32.29,-23.44,99.09,27.77,14.34,2.055,728.66,0.56,
Koval'skiy U,22.9,-21.17,98.48,19.69,9.34,1.851,329.46,0.29,
Koval'skiy Y,18.96,-20.71,100.05,16.31,5.58,1.748,0,0.2,
Kovalevskaya,113.71,30.86,-129.44,97.79,69.11,2.894,13349.71,0,Upper Imbrian
Kovalevskaya D,22.67,32.38,-124.73,19.5,9.22,1.845,321.86,0.28,
Kovalevskaya Q,100.63,29.18,-131.44,86.54,59.33,2.859,10066.47,0,Nectarian
Kozyrev,59.35,-46.64,129.59,51.04,30.68,2.712,2972.89,0,Nectarian
Krafft,51.15,16.56,-72.72,43.99,25.48,2.363,2108.68,0,Upper Imbrian
Krafft C,12.45,16.37,-72.49,10.33,2.66,2.026,77.19,0,
Krafft D,12.23,15.11,-73.38,10.15,2.57,1.992,73.17,0,
Krafft E,9.64,15.91,-71.8,8,1.69,1.592,35.83,0,
Krafft H,14.78,16.92,-77.91,12.27,3.6,2.381,0,0,
Krafft K,12.08,16.5,-74.68,10.03,2.52,1.969,70.51,0,
Krafft L,19.8,16.02,-76.51,17.03,6.03,1.771,235.44,0.22,
Krafft M,10.75,17.79,-75.61,8.92,2.05,1.764,49.69,0,
Krafft U,3.07,17.23,-64.76,2.55,0.22,0.543,1.16,0,
Kramarov,21.05,-2.29,-98.89,18.1,8.41,1.804,271.2,0.24,
Kramers,61.59,53.28,-127.98,52.97,32.13,2.722,3238.51,0,pre-Nectarian
Kramers C,59.64,54.66,-126.11,51.29,30.87,2.713,3006.55,0,Lower Imbrian
Kramers M,31.9,50.2,-127.35,27.43,14.13,2.047,708.49,0.55,
Kramers S,26.53,52.55,-132.62,22.82,11.22,1.936,462.82,0.38,
Kramers U,38.58,53.9,-133.03,33.18,17.91,2.169,1099.19,0.8,Lower Imbrian
Krasnov,41.17,-29.93,-79.82,35.41,19.43,2.212,1277.2,0.91,Upper Imbrian
Krasnov A,9.99,-30,-80.52,8.29,1.8,1.647,39.88,0,
Krasnov B,12.57,-29.48,-80.36,10.43,2.7,2.044,79.44,0,
Krasnov C,10.3,-26.29,-81.47,8.55,1.9,1.695,43.71,0,
Krasnov D,12.24,-33.96,-80.24,10.16,2.58,1.994,73.35,0,
Krasovskiy,61.67,3.79,-175.63,53.04,32.18,2.722,3248.24,0,Upper Imbrian
Krasovskiy C,22.44,6.13,-173.62,19.3,9.1,1.84,314.37,0.28,
Krasovskiy F,13.9,3.75,-172.68,11.54,3.23,2.247,0,0,
Krasovskiy H,45.99,2.62,-171.59,39.55,22.31,2.288,1649.41,1.13,Nectarian
Krasovskiy J,35.93,3.13,-174.33,30.9,16.39,2.123,932.57,0.7,Nectarian
Krasovskiy L,56.87,-0.52,-175.03,48.91,29.09,2.44,2693.75,0,
Krasovskiy N,22.45,0.99,-176.18,19.31,9.11,1.84,314.69,0.28,
Krasovskiy P,41,0.88,-177.34,35.26,19.33,2.209,1265.05,0.9,Nectarian
Krasovskiy T,96.46,3.64,-177.09,82.96,56.27,2.847,9128.91,0,
Krasovskiy Z,14.52,5.84,-175.73,12.05,3.49,2.341,0,0,
Kreiken,29.37,-9.05,84.55,25.26,12.74,1.996,585.38,0.47,
Krieger,22.87,29.02,-45.61,19.67,9.32,1.85,328.46,0.29,Upper Imbrian
Krieger C,4.15,27.73,-44.7,3.44,0.38,0.72,2.86,0,
Krogh,19.17,9.41,65.69,16.49,5.69,1.754,218.49,0.2,
Krusenstern,46.44,-26.3,5.76,39.94,22.58,2.295,1686.93,1.15,pre-Nectarian 
Krusenstern A,4.89,-26.98,5.8,4.06,0.51,0.841,4.68,0,
Krylov,49.83,35.26,-166.11,42.85,24.66,2.344,1985.09,1.32,
Krylov A,66.45,38.54,-165.21,57.15,35.33,2.743,3859.58,0,pre-Nectarian
